sep=;
date;systemTime;marker;HMDPosition;HMDRotation;objectId;objectPosition;agentExpression;CombinedGazePosition;CombinedGazeOrigin;LeftEyeOpenness;LeftEyeOrigin;LeftEyeForward;LeftEyePupilPosition;LeftEyePupilSize;RightEyeOpenness;RightEyeOrigin;RightEyeForward;RightEyePupilPosition;RightEyePupilSize;FocusDistance;FocusPoint;FocusNormal
12/4/2023 5:01:04 PM;1701705664072;;(-0.179, 1.070, 0.079);(355.382, 5.027, 355.481);;;;(4.031, 13.463, -40.104);(-0.142, -0.240, 0.960);1;(33.694, 12.653, -43.363);(-0.140, -0.210, 0.968);(0.45, 0.28);2.564865;1;(-27.807, 14.333, -36.606);(-0.143, -0.273, 0.951);(0.44, 0.16);2.618637;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664095;;(-0.179, 1.070, 0.079);(355.469, 5.057, 355.468);;;;(4.353, 13.403, -40.571);(-0.124, -0.212, 0.969);1;(33.701, 12.652, -43.353);(-0.141, -0.209, 0.968);(0.45, 0.28);2.564911;1;(-27.902, 14.229, -37.512);(-0.105, -0.216, 0.971);(0.44, 0.16);2.576843;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664117;;(-0.179, 1.070, 0.079);(355.542, 5.087, 355.490);;;;(3.203, 13.428, -40.430);(-0.126, -0.212, 0.969);1;(33.712, 12.649, -43.329);(-0.141, -0.208, 0.968);(0.45, 0.28);2.57901;1;(-27.899, 14.221, -37.475);(-0.110, -0.215, 0.970);(0.44, 0.16);2.555603;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664140;;(-0.179, 1.070, 0.079);(355.616, 5.138, 355.509);;;;(-27.867, 14.123, -36.805);(-0.119, -0.224, 0.967);1;(33.875, 12.212, -40.090);(-0.154, -0.209, 0.966);(0.45, 0.27);2.740143;1;(-27.867, 14.123, -36.805);(-0.119, -0.224, 0.967);(0.44, 0.16);2.578934;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664161;;(-0.179, 1.070, 0.079);(355.660, 5.159, 355.527);;;;(-27.580, 13.015, -31.256);(-0.196, -0.161, 0.967);1;(33.763, 12.603, -43.015);(-0.144, -0.204, 0.968);(0.45, 0.27);2.588257;1;(-27.580, 13.015, -31.256);(-0.196, -0.161, 0.967);(0.44, 0.16);2.812027;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664184;;(-0.179, 1.070, 0.079);(355.701, 5.202, 355.534);;;;(-27.819, 13.889, -35.236);(-0.130, -0.240, 0.962);1;(33.767, 12.600, -42.998);(-0.138, -0.203, 0.970);(0.45, 0.27);2.603882;1;(-27.819, 13.889, -35.236);(-0.130, -0.240, 0.962);(0.44, 0.16);2.612595;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664206;;(-0.179, 1.070, 0.079);(355.764, 5.245, 355.552);;;;(-27.819, 13.979, -35.612);(-0.123, -0.262, 0.957);1;(33.773, 12.596, -42.932);(-0.140, -0.203, 0.969);(0.45, 0.27);2.614655;1;(-27.819, 13.979, -35.612);(-0.123, -0.262, 0.957);(0.43, 0.17);2.518082;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664228;;(-0.179, 1.070, 0.079);(355.798, 5.298, 355.552);;;;(15.519, 13.014, -40.721);(-0.128, -0.227, 0.966);1;(33.764, 12.629, -43.012);(-0.127, -0.206, 0.970);(0.44, 0.27);2.692352;1;(-27.812, 13.928, -35.279);(-0.131, -0.274, 0.953);(0.44, 0.17);2.517517;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664250;;(-0.179, 1.070, 0.079);(355.872, 5.338, 355.588);;;;(23.967, 12.986, -42.340);(-0.133, -0.219, 0.967);1;(33.780, 12.870, -44.066);(-0.131, -0.202, 0.971);(0.44, 0.27);2.662567;1;(-27.722, 13.599, -33.246);(-0.142, -0.311, 0.940);(0.43, 0.17);2.433167;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664274;;(-0.179, 1.070, 0.079);(355.900, 5.401, 355.617);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.55, 0.44);-1;1;(-27.871, 14.485, -38.135);(-0.079, -0.327, 0.942);(0.43, 0.18);2.176956;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
