Id;SegmentIndex;VideoName;VideoMode;QuestionIndex;ExperimentSecond;DevicePosition;DeviceRotation;CombinedEyeDirection;CombinedEyeOrigin;LeftEyeOpeness;LeftEyeOrigin;LeftEyeDirection;LeftEyePositionInSensorArea;LeftEyePupilSize;RightEyeOpeness;RightEyeOrigin;RightEyeDirection;RightEyePositionInSensorArea;RightEyePupilSize;Phase;
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.201;(0.737, 1.257, -0.546);(1.674, 357.091, 356.932);(-0.197, -0.014, 0.980);(7.963, 2.578, -25.449);0.89;(31.302, 2.206, -24.891);(-0.306, -0.015, 0.952);(0.522, 0.495, 0.000);4.22;0.81;(-30.576, 3.192, -26.370);(-0.011, -0.013, 1.000);(0.505, 0.461, 0.000);4.48;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.235;(0.737, 1.257, -0.546);(1.686, 357.064, 356.944);(-0.173, -0.015, 0.985);(3.045, 2.654, -25.578);0.87;(31.303, 2.196, -24.879);(-0.306, -0.015, 0.952);(0.522, 0.495, 0.000);4.23;0.76;(-30.582, 3.200, -26.410);(-0.011, -0.015, 1.000);(0.505, 0.461, 0.000);4.49;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.258;(0.737, 1.257, -0.546);(1.706, 357.064, 356.923);(-0.300, -0.022, 0.954);(30.632, 2.167, -24.764);0.81;(31.300, 2.157, -24.754);(-0.302, -0.022, 0.953);(0.521, 0.497, 0.000);4.12;0.72;(-30.529, 3.027, -25.684);(-0.024, -0.015, 1.000);(0.506, 0.461, 0.000);4.51;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.282;(0.737, 1.257, -0.546);(1.728, 357.066, 356.924);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.09;(31.261, 2.409, -24.879);(0.000, 0.000, 0.000);(0.510, 0.529, 0.000);-1.00;0.09;(-30.462, 3.210, -25.793);(0.000, 0.000, 0.000);(0.508, 0.466, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.320;(0.737, 1.257, -0.546);(1.745, 357.090, 356.922);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.00;(31.538, 1.412, -24.956);(0.000, 0.000, 0.000);(0.488, 0.671, 0.000);-1.00;0.00;(-30.418, 3.335, -25.730);(0.000, 0.000, 0.000);(0.548, 0.626, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.345;(0.737, 1.257, -0.546);(1.751, 357.102, 356.916);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.00;(31.538, 1.412, -24.956);(0.000, 0.000, 0.000);(0.474, 0.717, 0.000);-1.00;0.00;(-31.237, 0.471, -27.123);(0.000, 0.000, 0.000);(0.548, 0.647, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.357;(0.737, 1.257, -0.546);(1.768, 357.130, 356.912);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.00;(31.538, 1.412, -24.956);(0.000, 0.000, 0.000);(0.456, 0.697, 0.000);-1.00;0.00;(-31.237, 0.471, -27.123);(0.000, 0.000, 0.000);(0.548, 0.653, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.380;(0.737, 1.257, -0.546);(1.774, 357.154, 356.917);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.00;(32.209, -0.630, -25.822);(0.000, 0.000, 0.000);(0.470, 0.661, 0.000);-1.00;0.00;(-31.237, 0.471, -27.123);(0.000, 0.000, 0.000);(0.328, 0.627, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.402;(0.737, 1.257, -0.546);(1.763, 357.169, 356.930);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.00;(32.209, -0.630, -25.822);(0.000, 0.000, 0.000);(0.447, 0.664, 0.000);-1.00;0.00;(-31.237, 0.471, -27.123);(0.000, 0.000, 0.000);(0.573, 0.639, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.426;(0.737, 1.257, -0.546);(1.767, 357.167, 356.964);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.00;(32.085, 0.576, -25.225);(0.000, 0.000, 0.000);(0.472, 0.598, 0.000);-1.00;0.00;(-32.166, 1.437, -26.967);(0.000, 0.000, 0.000);(0.608, 0.582, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.461;(0.737, 1.257, -0.546);(1.753, 357.148, 356.973);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.00;(32.289, 0.997, -19.870);(0.000, 0.000, 0.000);(0.492, 0.532, 0.000);-1.00;0.00;(-31.068, 2.715, -26.385);(0.000, 0.000, 0.000);(0.560, 0.500, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.485;(0.736, 1.257, -0.546);(1.720, 357.118, 356.981);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.00;(31.386, 2.595, -25.233);(0.000, 0.000, 0.000);(0.504, 0.521, 0.000);-1.00;0.10;(-30.503, 3.362, -25.808);(0.000, 0.000, 0.000);(0.508, 0.471, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.508;(0.736, 1.257, -0.546);(1.689, 357.099, 356.986);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.10;(31.388, 2.569, -25.252);(0.000, 0.000, 0.000);(0.517, 0.505, 0.000);-1.00;0.10;(-30.505, 3.356, -26.107);(0.000, 0.000, 0.000);(0.509, 0.457, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.536;(0.736, 1.257, -0.546);(1.646, 357.086, 356.994);(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0.29;(31.375, 2.596, -25.446);(0.000, 0.000, 0.000);(0.516, 0.485, 0.000);-1.00;0.10;(-30.528, 3.253, -25.732);(0.000, 0.000, 0.000);(0.507, 0.455, 0.000);-1.00;Countdown
10;1;Low_layer_small_iterations;OnlyAnomalies;0;1.560;(0.736, 1.257, -0.546);(1.589, 357.063, 357.029);(-0.102, -0.021, 0.995);(-13.457, 3.007, -25.724);0.38;(31.384, 2.457, -25.235);(-0.306, -0.008, 0.952);(0.519, 0.489, 0.000);4.30;0.13;(-30.522, 3.216, -25.911);(-0.023, -0.026, 0.999);(0.505, 0.459, 0.000);4.73;Countdown
