Time,0,1,2
3.0,57.43789311931646,59.468829903748905,59.82631000882511
4.0,54.91333706377098,58.20539500549097,59.5208281793971
5.0,52.92051076394999,56.67032488659146,59.541094546385125
6.0,51.88529157422369,55.029610212429226,59.13359016566914
7.0,51.745241866779885,53.843776348903745,58.220286843693074
8.0,51.83644075302445,53.4930514310759,57.2459123666175
9.0,51.956748577575524,53.45049451833516,55.690243470364685
10.0,52.91346417312456,53.354726655299466,53.79315779072232
11.0,54.19756859235224,52.92798361731541,52.12229156706296
12.0,54.69200219091731,52.14316732025826,50.476825044731505
13.0,54.79776166615578,52.047906786404944,48.96517618637955
14.0,54.999398402738805,52.81839319929168,48.16536670800513
15.0,55.71906102018542,53.4155583271249,48.43948202877893
16.0,56.38256888979931,52.762819063717174,48.56324332298529
17.0,55.87188643550235,50.90119672087374,47.75870182853727
18.0,54.53712280454402,49.07859096154919,47.20637288537626
19.0,53.33097041235384,47.99971737963028,47.62704691075031
20.0,52.84158472405355,47.24617112125077,48.09329214542332
21.0,53.1291419797338,46.537054200761624,48.11020499084625
22.0,53.544554411019,45.83596286072968,48.30356006200811
23.0,53.74346386808812,45.033690808027075,48.866291630254715
24.0,53.873998415127204,44.416499316613546,49.72005559805244
25.0,54.38552635893683,44.38005078209818,50.59124033050062
26.0,56.11627647738293,44.93621745298582,51.507168967875515
27.0,58.0956108326656,45.85249123931595,52.24651459611702
28.0,59.13117111175665,46.937817813194194,51.9778795129261
29.0,60.22558109554405,48.52008394805115,51.085307012865314
30.0,62.10961951473752,50.551927066320154,50.76568785747414
31.0,62.930408504821244,51.90715263890867,51.41081686843526
32.0,61.74912586617949,52.61983749331964,52.56017811743365
33.0,59.77157432759131,53.13113991202597,53.205503412106495
34.0,58.148622758170426,53.427050633793804,52.92088336170394
35.0,57.56472098363262,53.88306937088046,52.49449081652953
36.0,57.44470642428487,54.618760017645904,52.2809986496711
37.0,56.8795593161106,54.847514970208685,51.75681697465495
38.0,56.21744955292686,54.20408368296442,50.67218539051531
39.0,55.482760890964805,53.47060183918444,49.362330701844066
40.0,54.404564092325884,52.76349655779331,48.2284246234395
41.0,53.32753098406614,51.54708643405817,47.223094558605375
42.0,53.591008307664566,50.14483525733135,46.45224868562476
43.0,55.03815742182748,48.56004743813483,46.188324919984254
44.0,56.368182427135245,47.23285792029894,46.97275903619449
45.0,57.3480459207668,47.15315026279418,48.79729234321868
46.0,57.39443553180178,47.89101772935346,50.41589446547938
47.0,56.295308685565935,48.99866745119281,51.33431705885067
48.0,54.69120135748128,50.76516598144972,51.905001682702
49.0,52.92105717716805,52.140927075719816,51.86876570870774
50.0,51.26290991032256,52.341387861985574,51.50835897527137
51.0,49.707408691308544,52.36308526436243,52.04922931379629
52.0,48.051747772455,52.40202177375921,53.18158002763368
53.0,46.60514380050014,51.508123650056405,53.223838524437184
54.0,45.990396556787466,49.85487826829704,52.25652351338634
55.0,46.60895608390814,48.14876974549145,51.608009363225335
56.0,47.97004137781443,46.37950199447408,51.24756218167096
57.0,49.564613461107754,44.64337825235212,50.80176410243906
58.0,51.373846791109855,43.31004169015492,50.28841512744173
59.0,52.38364006245097,42.78086544197333,49.43607987727212
60.0,52.13013365993918,43.53078973927456,48.382683709714115
61.0,51.10152750295775,44.90455478512095,47.59322800912416
62.0,49.74691317121755,45.993013931516074,46.91230236089553
63.0,49.166898919359426,46.68038740999951,45.87847639968854
64.0,49.748686943341326,46.86864622615708,44.53503613831463
65.0,50.29347355727088,46.37198384988535,43.322783224843725
66.0,50.65854180395749,45.361780369575825,42.78611800939181
67.0,51.144125771363626,43.91515384611932,42.7187945445853
68.0,51.32039480715045,42.75640703308181,43.03579011163844
69.0,51.193803182890306,42.12670877407298,44.09959768600907
70.0,51.10326186363374,41.76745080779922,45.46602298274121
71.0,50.73721671067317,41.94161676965843,46.36711866570833
72.0,50.17820446012744,42.96442569984613,46.67904816830715
73.0,49.46630346343849,44.469030906283294,46.095976015929764
74.0,48.627607092489974,45.79751748785076,45.02817576685753
75.0,48.20420177548607,46.76911409699926,44.320732191162165
76.0,48.4829155454575,47.55101108810123,43.99875591659192
77.0,49.56324656507371,48.381157094206365,44.530014949500156
78.0,50.5631015292815,48.48003464309528,45.74291248305809
79.0,50.94319380795304,48.00402610328726,46.55384741079273
80.0,50.99788924271864,48.535263301288225,46.90641608711359
81.0,50.65342314397581,50.16668209839375,47.606485437643016
