Time,0
2.0,73.44491016560998
3.0,69.21468527204048
4.0,69.02658963207095
5.0,69.65366672859281
6.0,71.2255197243928
7.0,73.95636843378195
8.0,73.24783843555454
9.0,77.4480606781242
10.0,76.50175947713218
11.0,63.883586738283256
12.0,56.26127296104831
13.0,60.52353162924345
14.0,63.99252239652014
15.0,69.59407488778677
16.0,67.21927396249626
17.0,65.1282482420185
18.0,60.03145196731967
19.0,62.35667274483216
20.0,64.61198596512497
21.0,66.12847623924714
22.0,66.50352438065536
23.0,65.34828213811738
24.0,64.3780280692661
25.0,63.16332639939075
26.0,60.85001795941243
27.0,58.69040340087515
28.0,62.780016641494186
29.0,67.43125751548175
30.0,69.706735504154
31.0,65.08378027940803
32.0,60.79454962979954
33.0,60.315723189981924
34.0,63.74990274852897
35.0,68.78693898025693
36.0,68.70433406266689
37.0,71.84826375584039
38.0,70.41904855350035
39.0,69.94042566551327
40.0,71.90527469543062
41.0,73.12521883215743
42.0,71.17601735676665
43.0,68.83286520346374
44.0,72.21372986255221
45.0,73.37270385437849
46.0,68.73607623037766
47.0,70.47286615498412
48.0,69.05606857262335
49.0,65.52728888284564
50.0,65.25181111049295
51.0,65.88297490551416
52.0,70.20217575651505
53.0,67.27828850715201
54.0,65.385770194543
55.0,66.63646050485535
56.0,69.16069161510264
57.0,67.34766654596586
58.0,63.86150040031301
59.0,64.55169898597475
60.0,67.16095375584912
61.0,63.394286864023755
62.0,63.48170973919689
63.0,62.359465437105726
64.0,65.39428038460777
65.0,64.84022417088426
66.0,65.96125987597297
67.0,64.91493330016831
68.0,65.214665309436
69.0,63.85375093816184
70.0,66.36717592713426
71.0,64.22559557946879
72.0,62.1598861128219
73.0,64.51424248877663
74.0,68.6915315242713
75.0,66.53524016601413
76.0,64.8727015857283
77.0,61.78326277462879
78.0,64.30625965639472
79.0,64.85156522581646
80.0,65.63903895998246
81.0,69.57339956018266
82.0,70.12798470217272
83.0,65.3324448841186
84.0,60.951992900406445
85.0,59.47854405123035
86.0,64.20321218215575
87.0,65.63310644623192
88.0,63.67476402291421
89.0,59.98442781432186
90.0,58.82974344970199
91.0,65.52139602849522
92.0,61.490703800504775
93.0,60.85609896213535
94.0,66.0632699737067
95.0,68.92222699630443
96.0,68.15637852218134
97.0,64.09134392110788
98.0,65.28199278683708
99.0,63.34861562682701
100.0,65.3961846630445
101.0,69.96540489813223
102.0,69.67741962867808
103.0,64.44442868285275
104.0,64.50120061758791
105.0,68.35177181355022
106.0,67.22892400275497
107.0,66.17627603069838
108.0,69.57173314637352
109.0,70.53390312456608
110.0,68.67366947869886
111.0,69.22286956154403
112.0,68.6334259815807
113.0,71.96564554386539
114.0,71.61732509814017
115.0,71.06004802184503
116.0,68.33686551340395
117.0,66.28794840954569
118.0,65.57947620272228
119.0,66.0622537495138
120.0,67.11741612095959
121.0,66.47411306870319
122.0,63.6583098596463
123.0,62.1713814381843
124.0,62.749107991858665
125.0,66.21546054572921
126.0,66.30496566094749
127.0,63.88464058916522
128.0,61.83296676473359
129.0,62.059462595004554
130.0,66.09166309745335
131.0,69.38919602839323
132.0,68.07379200159113
133.0,64.50302010941154
