Time,0,1,2
3.0,71.98723203157006,72.45077911091555,75.06282465984656
4.0,73.16310532286059,74.78417276352694,76.70517784809331
5.0,73.00425160009523,75.88027494562519,76.84388924481871
6.0,71.73533309380443,76.19146635257829,76.97368769223317
7.0,70.22154269699503,76.12278519182459,77.56246116018767
8.0,68.99416097931937,75.41970449478771,77.64012444968185
9.0,67.85194600506944,73.62568696631426,76.59813021967011
10.0,66.74526481348535,70.9682915928268,75.43985831654197
11.0,65.72128547469667,68.0009220667638,74.54283702576484
12.0,65.1089769307323,65.74762833692168,73.6331611547293
13.0,65.0554857789522,65.06375161955131,72.35211806354852
14.0,65.01017906808377,65.78239475273291,70.76111326591497
15.0,64.01268191240959,66.51078078275145,68.83991186793664
16.0,62.17627529964991,66.20376065964608,66.79838945063769
17.0,60.85910305307017,65.65459461293545,65.62477856947554
18.0,60.39245090225542,65.70144768419719,65.27139912836947
19.0,60.70713631580699,66.23895831621374,65.33013964399846
20.0,61.846957390453994,66.66872915964166,65.89229218133703
21.0,62.76952050635664,66.52529676692994,66.32166227299403
22.0,63.12656573061539,65.76250079359424,66.36360326830957
23.0,63.94553178956021,64.64776100211232,66.72422551085309
24.0,65.10935265830089,64.03205128274583,67.43606697621938
25.0,65.25097958563322,63.68518988292338,67.46789494538157
26.0,64.13817006312351,62.948084660729464,66.60364932940675
27.0,62.81839813492747,62.5276956522485,65.88087856462504
28.0,62.316955591320315,63.18553698465591,65.71536892241193
29.0,62.37763095228002,64.52838762398812,66.05567087184184
30.0,62.005443100753155,65.68078177459753,66.46390568059432
31.0,61.25854158128808,66.42342836331679,66.23020733236933
32.0,61.155101302355064,67.14591130315061,65.49811862014218
33.0,62.16364060331243,68.32155332953931,64.38200120436655
34.0,63.900640544920144,69.73639229557558,63.545096974548855
35.0,65.34851737544973,70.57177400588743,63.179643305203456
36.0,66.94070827164707,70.94552472432542,63.303780814240824
37.0,69.14924987714265,71.4365991402193,64.20375539701922
38.0,71.28293660203403,71.67152913153731,65.48334531393763
39.0,73.16253136986155,71.17546294893982,66.9388276599137
40.0,74.56368399563928,70.58125233508623,68.07889201181335
41.0,75.34346345412287,70.32461218472416,68.31024612462443
42.0,75.35044633346921,69.80733856737153,68.58103908042413
43.0,74.35049689212714,69.0514514715907,69.61822959580641
44.0,73.31150438996008,68.20570656961362,70.44511635406879
45.0,73.08489999394608,66.80170460371704,69.93464119841879
46.0,73.13343499311168,64.47965740077669,68.30356525727339
47.0,72.9882981068857,62.42181068413904,66.90326662612377
48.0,72.4032348418946,61.90172154727716,66.25865750668981
49.0,70.99113852775263,62.2135774164262,65.1505125048253
50.0,69.5035684691824,62.62076321581983,63.83938689790385
51.0,68.57896700101017,63.077734093401304,63.65365307635632
52.0,68.03450279602411,63.47484861101461,64.49066586995251
53.0,67.6474647909682,63.68188211665436,65.35824674571106
54.0,67.32953597253861,63.952091658903505,65.5656857503025
55.0,67.21694714032986,65.05138857099249,65.32566088428125
56.0,67.07708228157514,66.88690424022512,64.89921299925666
57.0,66.39382054114955,68.23392250861235,63.609726615435385
58.0,65.67581606504177,69.4671315089514,61.65696446713838
59.0,65.63306380617581,70.71978877862156,59.97801917266235
60.0,65.86937369420241,70.97016296852719,58.937010103319025
61.0,66.30206688338866,70.64841824068036,58.73110744033158
62.0,66.63721972114958,70.06923632814781,59.37737202327735
63.0,66.08628261547558,68.61847319964374,60.49212401197008
64.0,65.72436664038922,66.54431452932317,62.084746566554266
65.0,66.4044041040901,64.42561281754372,64.07820433748829
66.0,66.89126275143836,62.52426243185543,65.83519417163328
67.0,66.62729427740364,61.650192829839995,66.99091678134509
68.0,66.18124103712763,61.70493551949859,68.47839391118876
69.0,66.13324095059696,62.09143925042115,70.32360051271895
70.0,66.4928496260137,62.43014343473702,70.60044863801883
71.0,66.74519022271285,62.56425708972813,69.10641210432915
72.0,66.92737046235688,62.932665785528044,67.54528094985072
73.0,67.21961325741319,63.622038792672136,66.73567658065147
74.0,67.30309725841428,63.56561393313399,66.55001976223629
75.0,67.15501424070845,62.09746730761891,66.55955417760313
76.0,66.80987817241369,60.64087723535748,67.17164155968148
77.0,66.34447149706953,59.889785528886996,68.82986767798391
78.0,65.55895159499937,59.248834126121274,70.61343589548595
79.0,64.56495671329904,58.741038986714955,71.74021151594329
80.0,63.64909446177774,58.835809688471805,72.50476641492186
81.0,62.67894000934831,59.32998503654689,72.6594182009588
82.0,61.43965978188855,59.400038821002,71.56690397800406
83.0,60.87865070656782,59.34407924644329,69.87908798414516
84.0,61.64031375359389,59.451241418679835,68.1120256950224
85.0,62.948008229078624,59.81555615700827,66.296399774852
86.0,64.0019925236385,60.41696574613254,64.77547196363697
87.0,63.82191318680495,60.78969456656616,63.08623037069123
88.0,62.329037072340306,61.276444662148464,61.31691045082
89.0,60.77039704868905,61.85810598880646,60.00068771608146
90.0,60.27478682997407,62.46616122387806,59.193470986074125
91.0,60.7987182989596,63.033420645133404,59.049656507783794
92.0,61.49360880796256,63.30473713129807,59.8102230607212
93.0,62.152291206428565,63.66932056368924,61.40214014532103
94.0,62.79674483144058,64.24125262094083,63.065540380846514
95.0,63.636695330215105,65.00358149478534,63.85054756689667
96.0,64.53508904731376,65.81345536117182,63.91333419336592
97.0,64.3443198701742,65.99019799053933,63.92736351041846
98.0,63.23097429641277,65.7235881793094,64.04778373558405
99.0,62.30097797216924,66.29248060828472,64.24097954822011
100.0,61.6471543284204,68.00918397924696,64.19686871632764
101.0,61.34454174836464,68.97148586171456,64.32472093310129
102.0,61.79295018716844,68.42218215960261,65.35182016396479
103.0,62.36117310075577,67.31701377251437,66.54789555563181
104.0,63.19380237955525,66.84398887792241,67.71546909594457
105.0,65.46344504010494,67.26174824241798,69.58710522247978
106.0,68.14126708073302,67.38187268341191,71.54450857486307
107.0,70.0241805175948,67.05042286582469,72.7825670483223
108.0,70.69830804481002,66.84327989296517,73.26916886919389
109.0,70.2646724867706,66.76595760202113,73.40696393542336
110.0,69.91754958312072,67.05016356259841,73.4843272801298
111.0,69.9460878290782,67.24575621367188,73.32983329387021
112.0,70.4267615142229,67.25260379322819,73.19556668014619
113.0,71.2340944972123,67.17813111625749,73.09346207964265
114.0,72.08764874180576,66.92608255020187,72.99569468413678
115.0,73.07601461663485,66.38444557048025,72.68612954282872
116.0,74.24842422949718,65.79393755859515,71.59952317755291
117.0,74.7600661493263,65.58875945281737,70.06330796428581
118.0,74.24958816088538,66.15655750108068,69.22262091003226
119.0,73.64654911116345,66.79069189554437,69.01331320159876
120.0,72.94600589898353,66.22700124036191,68.76898217990907
121.0,71.96634029412988,64.86679132195569,68.30903679884176
122.0,71.17716414440763,63.8672035403476,67.47849375871662
123.0,70.82158126354193,63.58174814610063,66.55628521823118
124.0,70.52665017247341,63.76198520489338,65.49593582950786
125.0,69.683293140273,64.27345251690673,64.337758255466
126.0,68.65173428420427,65.05329098052651,63.866904438837594
127.0,68.49000562551089,66.19346883886033,64.2567990526353
128.0,69.4634531617424,67.55485084036444,65.14796257465785
129.0,70.2906112486479,68.4577142876945,66.19134565375504
130.0,70.68122965204545,68.91679689814401,67.03783913253007
131.0,71.49018857757103,68.93510751075198,67.54560261360888
132.0,72.04205106957994,69.00491458154265,67.56005812537774
133.0,71.14144650075377,69.53839075357858,66.66516388808967
134.0,69.3975274318581,69.82774811675073,65.66932718556305
135.0,68.24125293601665,70.17702459684696,65.95493069854518
136.0,68.21414431627001,70.99520584628847,66.79637546893781
137.0,69.0030701594684,71.64959936439318,66.58321869386545
138.0,69.8158597901341,72.5594003899742,65.26490944675416
139.0,69.84880612575219,73.49930723181363,63.436982245460975
140.0,69.09797839590284,73.77387331859217,62.07758519323692
141.0,68.01364895388942,74.12163838605382,62.16364860370806
142.0,66.90564768243921,74.68468814584587,63.13453511117255
143.0,66.20598883260591,74.51539760809685,64.17431051885669
144.0,65.9357684101756,72.76830805811885,64.83980082192717
145.0,66.4532149110964,70.54415437088826,65.03658062207553
146.0,67.61991132308681,69.52241583887711,65.15304682731981
147.0,68.45436617141148,69.36650780546096,64.6927467094814
148.0,68.34425229227773,69.1506560766366,63.1012971200034
149.0,68.16017904945436,68.72293018236056,61.66154765835795
150.0,68.38959965089592,68.4677483107184,61.560687730553404
151.0,67.76420517656096,68.56325185767082,62.33630412018304
152.0,66.11493543744676,68.42244681892907,62.95376365745416
153.0,64.08732684138184,67.85563335187726,63.03138624284805
154.0,62.49284777393709,67.46855169836978,63.41233594177454
